serviceId;providerId;name;category;lat;lng;city;address;description;galleryUrls;priceFrom;ratingAverage;amenities;
s585;u004;Phu Quoc Southern Island Snorkeling Private Tour;Tour;102.241;1.039.575;Phú Quốc;An Thoi Port;Tour cano/tàu riêng lặn ngắm san hô Nam Đảo.;https://cdn.example.com/tours/s585/1.jpg;3500000;4.9;"Cano/Tàu riêng;Thiết bị lặn;Lunch";
s586;u005;HCMC Private Car to Mekong Day Trip (Ben Tre);Tour;107.500;1.066.667;TP.HCM;District 1;Tour riêng đi Bến Tre (Mỹ Tho) trong ngày.;https://cdn.example.com/tours/s586/1.jpg;2000000;4.6;"Xe riêng;Hướng dẫn viên;Thuyền";
s587;u006;Da Nang Airport Transfer (Luxury Van);Car;160.645;1.082.177;Đà Nẵng;Da Nang Airport;Xe Van VIP 9 chỗ đón/trả sân bay Đà Nẵng.;https://cdn.example.com/cars/s587/1.jpg;500000;4.8;"Xe Van VIP;Ghế VIP";
s588;u007;Da Lat Golden Stream & Pine Forest Jeep Tour;Tour;119.404;1.084.452;Đà Lạt;Lac Duong Dist;Tour xe Jeep khám phá Hồ Suối Vàng và Rừng thông.;https://cdn.example.com/tours/s588/1.jpg;800000;4.7;"Xe Jeep;Hướng dẫn viên";
s589;u008;Sapa Trekking to Ta Phin Village (Shared);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Tour trekking ghép đoàn đến bản Tả Phìn.;https://cdn.example.com/tours/s589/1.jpg;400000;4.5;"Hướng dẫn viên;Phí vào bản";
s590;u009;Mui Ne to Ho Chi Minh City VIP Van;Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Vé xe Van VIP 9 chỗ từ Mũi Né đi TP.HCM.;https://cdn.example.com/cars/s590/1.jpg;550000;4.8;"Ghế VIP;Nước suối";
s591;u010;Hue Private Car to Thien Mu Pagoda;Car;164.674;1.075.851;Huế;City Center;Xe riêng 4 chỗ đi Chùa Thiên Mụ và các điểm gần đó.;https://cdn.example.com/cars/s591/1.jpg;400000;4.6;"Xe 4 chỗ;Lái xe an toàn";
s592;u001;Ha Long Bay Dragon Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 3 sao, hải trình Vịnh Hạ Long, có lớp học nấu ăn.;https://cdn.example.com/tours/s592/1.jpg;2500000;4.5;"Cabin;Bữa ăn;Nấu ăn";
s593;u002;Hanoi Private Car to Hai Phong (VIP Van);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe Van VIP 9 chỗ từ Hà Nội đi Hải Phòng.;https://cdn.example.com/cars/s593/1.jpg;1800000;4.7;"Xe Van VIP;Ghế VIP";
s594;u003;Nha Trang Private Car to Cam Ranh Airport (7 Seater);Car;122.333;1.091.966;Nha Trang;City Center;Xe riêng 7 chỗ từ Nha Trang đi Sân bay Cam Ranh.;https://cdn.example.com/cars/s594/1.jpg;400000;4.6;"Xe 7 chỗ;Giá cố định";
s595;u004;Phu Quoc Private Car to Ha Tien Ferry Terminal (7 Seater);Car;102.241;1.039.575;Phú Quốc;Duong Dong Town;Xe riêng 7 chỗ từ Phú Quốc đến bến phà Hà Tiên.;https://cdn.example.com/cars/s595/1.jpg;1800000;4.6;"Bao gồm phí phà;Xe 7 chỗ";
s596;u005;HCMC Private Car to Mekong Day Trip (Luxury Van);Tour;107.500;1.066.667;TP.HCM;District 1;Tour riêng cao cấp đi Mekong Delta (Cái Bè/Mỹ Tho) bằng Van VIP.;https://cdn.example.com/tours/s596/1.jpg;4500000;4.9;"Xe Van VIP;Hướng dẫn;Ăn trưa cao cấp";
s597;u006;Da Nang to Hoi An Private Car (VIP Van);Car;160.645;1.082.177;Đà Nẵng;City Center;Xe Van VIP 9 chỗ từ Đà Nẵng đi Hội An.;https://cdn.example.com/cars/s597/1.jpg;650000;4.8;"Xe Van VIP;Ghế VIP";
s598;u007;Da Lat Cu Lan Village Jeep Tour;Tour;119.404;1.084.452;Đà Lạt;Lat Commune;Tour xe Jeep khám phá Làng Cù Lần.;https://cdn.example.com/tours/s598/1.jpg;600000;4.6;"Xe Jeep;Vé tham quan";
s599;u008;Sapa Trekking to Ta Van Village (Shared 2D1N);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Trekking và ngủ homestay tại bản Tả Van (tour ghép 2 ngày).;https://cdn.example.com/tours/s599/1.jpg;1500000;4.7;"Homestay;Ăn uống;Trekking";
s600;u009;Mui Ne White Sand Dunes ATV Rental (1 Hour);Car;109.333;1.082.833;Phan Thiết;White Sand Dunes;Thuê xe địa hình ATV trên Đồi Cát Trắng (1 giờ).;https://cdn.example.com/cars/s600/1.jpg;800000;4.6;"Xe ATV;Hướng dẫn";
s601;u010;Hue Private Car to Da Nang Airport (7 Seater);Car;164.674;1.075.851;Huế;City Center;Xe riêng 7 chỗ từ Huế đi Sân bay Đà Nẵng.;https://cdn.example.com/cars/s601/1.jpg;1600000;4.7;"Xe 7 chỗ;Lái xe an toàn";
s602;u001;Ha Long Bay Phoenix Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 3 sao, hải trình Vịnh Hạ Long, có lớp học nấu ăn.;https://cdn.example.com/tours/s602/1.jpg;2000000;4.4;"Cabin;Bữa ăn;Nấu ăn";
s603;u002;Hanoi Private Car to Ha Long (VIP Van);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe Van VIP 9 chỗ khứ hồi đi Vịnh Hạ Long.;https://cdn.example.com/cars/s603/1.jpg;3800000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s604;u003;Nha Trang Private Car to Da Lat (VIP Van Round Trip);Car;122.333;1.091.966;Nha Trang;City Center;Xe Van VIP 9 chỗ khứ hồi đi Đà Lạt.;https://cdn.example.com/cars/s604/1.jpg;5500000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s605;u004;Phu Quoc Private Car to Northern Island (Safari Round Trip);Car;102.241;1.039.575;Phú Quốc;Duong Dong Town;Xe riêng 7 chỗ khứ hồi đi khu vực Vinpearl/Safari.;https://cdn.example.com/cars/s605/1.jpg;1000000;4.6;"Xe 7 chỗ;Chờ đợi";
s606;u005;HCMC Private Car to Mekong Day Trip (Luxury 7 Seater);Tour;107.500;1.066.667;TP.HCM;District 1;Tour riêng cao cấp đi Mekong Delta bằng xe 7 chỗ.;https://cdn.example.com/tours/s606/1.jpg;3000000;4.8;"Xe 7 chỗ;Hướng dẫn;Ăn trưa cao cấp";
s607;u006;Da Nang Airport to Hue Private Car (7 Seater);Car;160.645;1.082.177;Đà Nẵng;Da Nang Airport;Xe riêng 7 chỗ từ sân bay Đà Nẵng đi Huế.;https://cdn.example.com/cars/s607/1.jpg;1600000;4.7;"Xe 7 chỗ;Ngắm cảnh";
s608;u007;Da Lat Strawberry Garden Visit & Workshop;Experience;119.404;1.084.452;Đà Lạt;Mai Anh Dao St;Tham quan vườn dâu tây và học làm mứt dâu.;https://cdn.example.com/exp/s608/1.jpg;150000;4.5;"Trải nghiệm;Thành phẩm";
s609;u008;Sapa Trekking to Giang Ta Chai (Shared);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Tour trekking ghép đoàn đến bản Giàng Tả Chải.;https://cdn.example.com/tours/s609/1.jpg;500000;4.6;"Hướng dẫn viên;Lunch;Phí vào bản";
s610;u009;Mui Ne to Nha Trang Private Car (7 Seater);Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Xe riêng 7 chỗ từ Mũi Né đi Nha Trang.;https://cdn.example.com/cars/s610/1.jpg;2200000;4.6;"Xe 7 chỗ;Lái xe an toàn";
s611;u010;Hue Private Car to Thien Mu Pagoda & Royal Tomb;Tour;164.674;1.075.851;Huế;City Center;Tour xe riêng tham quan Chùa Thiên Mụ và một Lăng tẩm.;https://cdn.example.com/tours/s611/1.jpg;800000;4.7;"Xe 4 chỗ;Hướng dẫn";
s612;u001;Ha Long Bay Le Theatre Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 5 sao, hải trình Vịnh Lan Hạ, có rạp chiếu phim.;https://cdn.example.com/tours/s612/1.jpg;4800000;4.8;"Rạp chiếu phim;Cabin;Bữa ăn";
s613;u002;Hanoi Private Car to Hai Phong (7 Seater);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe riêng 7 chỗ từ Hà Nội đi Hải Phòng.;https://cdn.example.com/cars/s613/1.jpg;1200000;4.6;"Xe 7 chỗ;Lái xe an toàn";
s614;u003;Nha Trang Private Transfer to Resort North (7 Seater);Car;122.333;1.091.966;Nha Trang;City Center;Xe riêng 7 chỗ đưa đón đến các Resort phía Bắc Nha Trang.;https://cdn.example.com/cars/s614/1.jpg;500000;4.5;"Xe 7 chỗ;Đúng giờ";
s615;u004;Phu Quoc Southern Island Motorbike Rental (Half Day);Car;102.241;1.039.575;Phú Quốc;An Thoi Town;Thuê xe máy nửa ngày khám phá Nam Đảo.;https://cdn.example.com/cars/s615/1.jpg;150000;4.3;"Xe tay ga;Mũ bảo hiểm";
s616;u005;HCMC Private Car to Vung Tau (Luxury 7 Seater);Car;107.500;1.066.667;TP.HCM;District 1;Xe Limousine/VIP Van 7 chỗ từ TP.HCM đi Vũng Tàu.;https://cdn.example.com/cars/s616/1.jpg;2500000;4.8;"Xe Limousine;Ghế VIP";
s617;u006;Da Nang to Hoi An Private Car (7 Seater);Car;160.645;1.082.177;Đà Nẵng;City Center;Xe riêng 7 chỗ từ Đà Nẵng đi Hội An (một chiều).;https://cdn.example.com/cars/s617/1.jpg;450000;4.6;"Xe 7 chỗ;Giá cố định";
s618;u007;Da Lat Golden Stream & Pine Forest Jeep Tour (Premium);Tour;119.404;1.084.452;Đà Lạt;Lac Duong Dist;Tour xe Jeep cao cấp khám phá Hồ Suối Vàng và Rừng thông.;https://cdn.example.com/tours/s618/1.jpg;1000000;4.8;"Xe Jeep mới;Hướng dẫn;Đồ uống";
s619;u008;Sapa Trekking to Cat Cat Village (Shared);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Tour trekking ghép đoàn đến bản Cát Cát.;https://cdn.example.com/tours/s619/1.jpg;250000;4.5;"Hướng dẫn viên;Vé tham quan";
s620;u009;Mui Ne Sand Dunes ATV Rental (2 Hours);Car;109.333;1.082.833;Phan Thiết;Mui Ne;Thuê xe địa hình ATV trên Đồi Cát Trắng (2 giờ).;https://cdn.example.com/cars/s620/1.jpg;1500000;4.7;"Xe ATV;Hướng dẫn";
s621;u010;Hue Private Car to Dong Hoi (Phong Nha) (7 Seater);Car;164.674;1.075.851;Huế;City Center;Xe riêng 7 chỗ từ Huế đi Đồng Hới (Quảng Bình).;https://cdn.example.com/cars/s621/1.jpg;2500000;4.6;"Xe 7 chỗ;Lái xe an toàn";
s622;u001;Ha Long Bay Hera Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 5 sao, hải trình Vịnh Lan Hạ, có dịch vụ Spa.;https://cdn.example.com/tours/s622/1.jpg;4500000;4.8;"Cabin;Bữa ăn;Spa";
s623;u002;Hanoi Private Car to Tam Coc (7 Seater);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe riêng 7 chỗ khứ hồi đi Tam Cốc - Bích Động.;https://cdn.example.com/cars/s623/1.jpg;2200000;4.6;"Xe 7 chỗ;Chờ đợi";
s624;u003;Nha Trang Private Car to Airport (Luxury 7 Seater);Car;122.333;1.091.966;Nha Trang;City Center;Xe Limousine/VIP Van 7 chỗ đưa đón sân bay Cam Ranh.;https://cdn.example.com/cars/s624/1.jpg;1000000;4.8;"Xe Limousine;Ghế VIP";
s625;u004;Phu Quoc Private Car to Northern Island (Safari 7 Seater);Car;102.241;1.039.575;Phú Quốc;Duong Dong Town;Xe riêng 7 chỗ khứ hồi đi khu vực Vinpearl/Safari.;https://cdn.example.com/cars/s625/1.jpg;1000000;4.6;"Xe 7 chỗ;Chờ đợi";
s626;u005;HCMC Private Car to Mekong Day Trip (VIP Van);Tour;107.500;1.066.667;TP.HCM;District 1;Tour riêng cao cấp đi Mekong Delta bằng Van VIP 9 chỗ.;https://cdn.example.com/tours/s626/1.jpg;4000000;4.9;"Xe Van VIP;Hướng dẫn;Ăn trưa cao cấp";
s627;u006;Da Nang Airport to Hue Private Car (Luxury 7 Seater);Car;160.645;1.082.177;Đà Nẵng;Da Nang Airport;Xe Limousine/VIP Van 7 chỗ từ sân bay Đà Nẵng đi Huế.;https://cdn.example.com/cars/s627/1.jpg;2000000;4.8;"Xe Limousine;Ghế VIP";
s628;u007;Da Lat Secret Garden Tour (Premium);Tour;119.404;1.084.452;Đà Lạt;Tuyen Lam Lake;Tour riêng cao cấp tham quan Thung lũng Tình Yêu, Secret Garden.;https://cdn.example.com/tours/s628/1.jpg;800000;4.7;"Xe riêng;Hướng dẫn;Đồ uống";
s629;u008;Sapa Trekking to Ban Ho Village (Shared);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Tour trekking ghép đoàn đến bản Hồ.;https://cdn.example.com/tours/s629/1.jpg;700000;4.6;"Hướng dẫn viên;Lunch;Phí vào bản";
s630;u009;Mui Ne Red Sand Dunes Jeep Tour (7 Seater);Tour;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Tour xe Jeep 7 chỗ ngắm bình minh/hoàng hôn trên Đồi Cát.;https://cdn.example.com/tours/s630/1.jpg;600000;4.7;"Xe Jeep 7 chỗ;Nước suối";
s631;u010;Hue Private Car to Hoi An (7 Seater);Car;164.674;1.075.851;Huế;City Center;Xe riêng 7 chỗ từ Huế đi Hội An.;https://cdn.example.com/cars/s631/1.jpg;1800000;4.7;"Xe 7 chỗ;Lái xe an toàn";
s632;u001;Ha Long Bay Violet Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 5 sao, hải trình Vịnh Hạ Long, phong cách cổ điển.;https://cdn.example.com/tours/s632/1.jpg;5500000;4.9;"Cabin sang trọng;Bữa ăn;Spa";
s633;u002;Hanoi Private Car to Sapa (7 Seater);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe riêng 7 chỗ từ Hà Nội đi Sapa.;https://cdn.example.com/cars/s633/1.jpg;3800000;4.7;"Xe 7 chỗ;Lái xe an toàn";
s634;u003;Nha Trang Private Transfer to Resort North (Luxury 7 Seater);Car;122.333;1.091.966;Nha Trang;City Center;Xe Limousine/VIP Van 7 chỗ đưa đón đến các Resort phía Bắc Nha Trang.;https://cdn.example.com/cars/s634/1.jpg;1200000;4.8;"Xe Limousine;Ghế VIP";
s635;u004;Phu Quoc Private Boat Charter (Half Day);Tour;102.241;1.039.575;Phú Quốc;An Thoi Port;Thuê tàu/cano riêng nửa ngày khám phá các đảo.;https://cdn.example.com/tours/s635/1.jpg;3500000;4.8;"Tàu/Cano riêng;Thiết bị lặn;Tự do";
s636;u005;HCMC Private Car to Mekong Day Trip (Can Tho);Tour;107.500;1.066.667;TP.HCM;District 1;Tour riêng đi Cần Thơ trong ngày (Chợ nổi Cái Răng).;https://cdn.example.com/tours/s636/1.jpg;4000000;4.8;"Xe riêng;Hướng dẫn viên;Thuyền";
s637;u006;Da Nang Airport to Hue Private Car (VIP Van Round Trip);Car;160.645;1.082.177;Đà Nẵng;Da Nang Airport;Xe Van VIP 9 chỗ khứ hồi đi Huế.;https://cdn.example.com/cars/s637/1.jpg;3500000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s638;u007;Da Lat Lang Biang Mountain Jeep Tour;Tour;119.404;1.084.452;Đà Lạt;Lac Duong Dist;Tour xe Jeep lên đỉnh Núi Lang Biang.;https://cdn.example.com/tours/s638/1.jpg;350000;4.5;"Xe Jeep;Hướng dẫn viên";
s639;u008;Sapa Trekking to Ta Phin Village (Shared 2D1N);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Trekking và ngủ homestay tại bản Tả Phìn (tour ghép 2 ngày).;https://cdn.example.com/tours/s639/1.jpg;1800000;4.7;"Homestay;Ăn uống;Trekking";
s640;u009;Mui Ne White Sand Dunes Jeep Tour (7 Seater);Tour;109.333;1.082.833;Phan Thiết;White Sand Dunes;Tour xe Jeep 7 chỗ ngắm bình minh/hoàng hôn trên Đồi Cát Trắng.;https://cdn.example.com/tours/s640/1.jpg;650000;4.7;"Xe Jeep 7 chỗ;Nước suối";
s641;u010;Hue Private Car to Thuan An Beach (Round Trip);Car;164.674;1.075.851;Huế;City Center;Xe riêng 4 chỗ khứ hồi đi Biển Thuận An.;https://cdn.example.com/cars/s641/1.jpg;600000;4.6;"Xe 4 chỗ;Chờ đợi";
s642;u001;Ha Long Bay Signature Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 4 sao, hải trình Vịnh Hạ Long, có lớp học nấu ăn.;https://cdn.example.com/tours/s642/1.jpg;3200000;4.6;"Cabin;Bữa ăn;Nấu ăn";
s643;u002;Hanoi Private Car to Hai Phong (Round Trip);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe riêng 4 chỗ khứ hồi đi Hải Phòng.;https://cdn.example.com/cars/s643/1.jpg;1500000;4.6;"Xe 4 chỗ;Chờ đợi";
s644;u003;Nha Trang Private Transfer to Resort South (7 Seater);Car;122.333;1.091.966;Nha Trang;City Center;Xe riêng 7 chỗ đưa đón đến các Resort phía Nam Nha Trang.;https://cdn.example.com/cars/s644/1.jpg;600000;4.5;"Xe 7 chỗ;Đúng giờ";
s645;u004;Phu Quoc Private Car to Northern Island (Luxury 7 Seater);Car;102.241;1.039.575;Phú Quốc;Duong Dong Town;Xe Limousine/VIP Van 7 chỗ khứ hồi đi khu vực Vinpearl/Safari.;https://cdn.example.com/cars/s645/1.jpg;1500000;4.8;"Xe Limousine;Ghế VIP";
s646;u005;HCMC Private Car to Vung Tau (VIP Van Round Trip);Car;107.500;1.066.667;TP.HCM;District 1;Xe Van VIP 9 chỗ khứ hồi đi Vũng Tàu.;https://cdn.example.com/cars/s646/1.jpg;4000000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s647;u006;Da Nang to Hoi An Private Car (VIP Van Round Trip);Car;160.645;1.082.177;Đà Nẵng;City Center;Xe Van VIP 9 chỗ khứ hồi đi Hội An.;https://cdn.example.com/cars/s647/1.jpg;1200000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s648;u007;Da Lat Golden Stream & Pine Forest Jeep Tour (7 Seater);Tour;119.404;1.084.452;Đà Lạt;Lac Duong Dist;Tour xe Jeep 7 chỗ khám phá Hồ Suối Vàng và Rừng thông.;https://cdn.example.com/tours/s648/1.jpg;1200000;4.7;"Xe Jeep 7 chỗ;Hướng dẫn viên";
s649;u008;Sapa Trekking to Sapa Town (Full Day);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Trekking trọn ngày quanh thị trấn Sapa và các khu vực gần.;https://cdn.example.com/tours/s649/1.jpg;500000;4.5;"Hướng dẫn viên;Lunch";
s650;u009;Mui Ne Red Sand Dunes Jeep Tour (7 Seater);Tour;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Tour xe Jeep 7 chỗ ngắm bình minh/hoàng hôn trên Đồi Cát Đỏ.;https://cdn.example.com/tours/s650/1.jpg;600000;4.7;"Xe Jeep 7 chỗ;Nước suối";
s651;u010;Hue Private Car to Thien Mu Pagoda & Imperial Citadel;Tour;164.674;1.075.851;Huế;City Center;Tour xe riêng tham quan Chùa Thiên Mụ và Đại Nội (nửa ngày).;https://cdn.example.com/tours/s651/1.jpg;600000;4.6;"Xe 4 chỗ;Hướng dẫn";
s652;u001;Ha Long Bay Pelican Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 4 sao, hải trình Vịnh Hạ Long, có khu vực BBQ.;https://cdn.example.com/tours/s652/1.jpg;3500000;4.7;"Cabin;Bữa ăn;BBQ";
s653;u002;Hanoi Private Car to Tam Coc (VIP Van);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe Van VIP 9 chỗ khứ hồi đi Tam Cốc - Bích Động.;https://cdn.example.com/cars/s653/1.jpg;3500000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s654;u003;Nha Trang Private Car to Da Lat (7 Seater Round Trip);Car;122.333;1.091.966;Nha Trang;City Center;Xe riêng 7 chỗ khứ hồi đi Đà Lạt.;https://cdn.example.com/cars/s654/1.jpg;3500000;4.7;"Xe 7 chỗ;Chờ đợi";
s655;u004;Phu Quoc Southern Island Boat Trip (7 Seater);Tour;102.241;1.039.575;Phú Quốc;An Thoi Port;Tour cano khám phá các đảo phía Nam (tối đa 7 người).;https://cdn.example.com/tours/s655/1.jpg;1500000;4.7;"Cano 7 chỗ;Thiết bị lặn;Lunch";
s656;u005;HCMC Private Car to Mekong Delta (Cai Be Luxury Van);Tour;107.500;1.066.667;TP.HCM;District 1;Tour riêng cao cấp đi Cái Bè (Tiền Giang) bằng Van VIP 9 chỗ.;https://cdn.example.com/tours/s656/1.jpg;4500000;4.9;"Xe Van VIP;Hướng dẫn;Ăn trưa cao cấp";
s657;u006;Da Nang Airport to Hue Private Car (7 Seater Round Trip);Car;160.645;1.082.177;Đà Nẵng;Da Nang Airport;Xe riêng 7 chỗ khứ hồi đi Huế.;https://cdn.example.com/cars/s657/1.jpg;3200000;4.7;"Xe 7 chỗ;Chờ đợi";
s658;u007;Da Lat Flower Garden Visit (Shared Tour);Tour;119.404;1.084.452;Đà Lạt;Tran Quoc Toan St;Tour ghép tham quan Vườn hoa Thành phố và các điểm lân cận.;https://cdn.example.com/tours/s658/1.jpg;300000;4.5;"Xe bus;Hướng dẫn viên";
s659;u008;Sapa Trekking to Y Linh Ho Village (Shared);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Tour trekking ghép đoàn đến bản Ý Linh Hồ.;https://cdn.example.com/tours/s659/1.jpg;400000;4.5;"Hướng dẫn viên;Lunch;Phí vào bản";
s660;u009;Mui Ne White Sand Dunes Jeep Sunrise Tour (7 Seater);Tour;109.333;1.082.833;Phan Thiết;White Sand Dunes;Tour xe Jeep 7 chỗ ngắm bình minh trên Đồi Cát Trắng.;https://cdn.example.com/tours/s660/1.jpg;700000;4.7;"Xe Jeep 7 chỗ;Nước suối";
s661;u010;Hue Private Car to Bach Ma National Park (7 Seater);Car;164.674;1.075.851;Huế;Phu Loc District;Xe riêng 7 chỗ đi Vườn Quốc gia Bạch Mã.;https://cdn.example.com/cars/s661/1.jpg;1500000;4.6;"Xe 7 chỗ;Chờ đợi";
s662;u001;Ha Long Bay Glory Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 3 sao, hải trình Vịnh Hạ Long, có lớp học nấu ăn.;https://cdn.example.com/tours/s662/1.jpg;2000000;4.4;"Cabin;Bữa ăn;Nấu ăn";
s663;u002;Hanoi Private Car to Sapa (VIP Van Round Trip);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe Van VIP 9 chỗ khứ hồi đi Sapa.;https://cdn.example.com/cars/s663/1.jpg;8000000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s664;u003;Nha Trang Private Transfer to Resort North (VIP Van Round Trip);Car;122.333;1.091.966;Nha Trang;City Center;Xe Van VIP 9 chỗ khứ hồi đưa đón đến các Resort phía Bắc Nha Trang.;https://cdn.example.com/cars/s664/1.jpg;2200000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s665;u004;Phu Quoc Private Boat Charter (Full Day 7 Seater);Tour;102.241;1.039.575;Phú Quốc;An Thoi Port;Thuê tàu/cano riêng trọn ngày khám phá các đảo (tối đa 7 người).;https://cdn.example.com/tours/s665/1.jpg;8000000;4.9;"Tàu/Cano riêng 7 chỗ;Thiết bị lặn;Tự do";
s666;u005;HCMC Private Car to Mekong Delta (Can Tho Luxury Van);Tour;107.500;1.066.667;TP.HCM;District 1;Tour riêng cao cấp đi Cần Thơ bằng Van VIP 9 chỗ.;https://cdn.example.com/tours/s666/1.jpg;6000000;4.9;"Xe Van VIP;Hướng dẫn;Thuyền riêng";
s667;u006;Da Nang Airport to Hue Private Car (Luxury Van Round Trip);Car;160.645;1.082.177;Đà Nẵng;Da Nang Airport;Xe Limousine/VIP Van khứ hồi đi Huế.;https://cdn.example.com/cars/s667/1.jpg;3500000;4.8;"Xe Limousine;Ghế VIP;Chờ đợi";
s668;u007;Da Lat Night Market Food Tour (Premium);Tour;119.404;1.084.452;Đà Lạt;City Center;Tour ẩm thực cao cấp khám phá chợ đêm Đà Lạt.;https://cdn.example.com/tours/s668/1.jpg;500000;4.7;"Hướng dẫn viên;Ăn 5-6 món cao cấp";
s669;u008;Sapa Trekking to Lao Chai Village (Shared);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Tour trekking ghép đoàn đến bản Lao Chải.;https://cdn.example.com/tours/s669/1.jpg;500000;4.6;"Hướng dẫn viên;Lunch;Phí vào bản";
s670;u009;Mui Ne to Nha Trang Private Car (Luxury 7 Seater);Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Xe Limousine/VIP Van 7 chỗ từ Mũi Né đi Nha Trang.;https://cdn.example.com/cars/s670/1.jpg;3000000;4.8;"Xe Limousine;Ghế VIP";
s671;u010;Hue Private Car to Phong Nha (VIP Van 7 Seater);Car;164.674;1.075.851;Huế;City Center;Xe Van VIP 7 chỗ từ Huế đi Phong Nha (Quảng Bình).;https://cdn.example.com/cars/s671/1.jpg;3000000;4.7;"Xe Van VIP;Ghế VIP";
s672;u001;Ha Long Bay Oriental Sails Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 3 sao, hải trình Vịnh Hạ Long, có khu vực tắm nắng.;https://cdn.example.com/tours/s672/1.jpg;2200000;4.5;"Cabin;Bữa ăn;Tắm nắng";
s673;u002;Hanoi Private Car to Hai Phong (VIP Van Round Trip);Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe Van VIP 9 chỗ khứ hồi đi Hải Phòng.;https://cdn.example.com/cars/s673/1.jpg;2800000;4.7;"Xe Van VIP;Ghế VIP;Chờ đợi";
s674;u003;Nha Trang Private Car to Da Lat (Luxury 7 Seater Round Trip);Car;122.333;1.091.966;Nha Trang;City Center;Xe Limousine/VIP Van 7 chỗ khứ hồi đi Đà Lạt.;https://cdn.example.com/cars/s674/1.jpg;5000000;4.8;"Xe Limousine;Ghế VIP;Chờ đợi";
s675;u004;Phu Quoc Private Car to Northern Island (Luxury Van Round Trip);Car;102.241;1.039.575;Phú Quốc;Duong Dong Town;Xe Limousine/VIP Van 9 chỗ khứ hồi đi khu vực Vinpearl/Safari.;https://cdn.example.com/cars/s675/1.jpg;1800000;4.8;"Xe Limousine;Ghế VIP;Chờ đợi";
s676;u005;HCMC Private Car to Vung Tau (VIP Van 7 Seater Round Trip);Car;107.500;1.066.667;TP.HCM;District 1;Xe Van VIP 7 chỗ khứ hồi đi Vũng Tàu.;https://cdn.example.com/cars/s676/1.jpg;3500000;4.8;"Xe Van VIP;Ghế VIP;Chờ đợi";
s677;u006;Da Nang to Hoi An Private Car (Luxury 7 Seater Round Trip);Car;160.645;1.082.177;Đà Nẵng;City Center;Xe Limousine/VIP Van 7 chỗ khứ hồi đi Hội An.;https://cdn.example.com/cars/s677/1.jpg;1200000;4.8;"Xe Limousine;Ghế VIP;Chờ đợi";
s678;u007;Da Lat Flower Garden Visit (Private Tour);Tour;119.404;1.084.452;Đà Lạt;Tran Quoc Toan St;Tour riêng tham quan Vườn hoa Thành phố và các điểm lân cận.;https://cdn.example.com/tours/s678/1.jpg;500000;4.6;"Xe riêng;Hướng dẫn viên";
